system_name,split,n_clips,pos_rate,threshold_source,ba_tuned_threshold,f1_tuned_threshold,f1,f1_macro,f1_weighted,balanced_accuracy,precision,recall,auroc,auprc,f1_at_f1_tuned_threshold,balanced_accuracy_at_f1_tuned_threshold,trivial_f1,trivial_balanced_accuracy,predictions_path,status,regenerated_at
mil/mil_results/seg_mil/vbx_noisy_or,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.5,0.05,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.365,0.6705,0.8634,0.5,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_noisy_or/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/vbx_top_k,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.5,0.7823,0.6458,0.7167,0.6822,0.8659,0.7134,0.7698,0.8983,0.868,0.594,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_top_k/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/vbx_transformer,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.55,0.45,0.7578,0.6116,0.6876,0.6452,0.8456,0.6866,0.7292,0.8751,0.8691,0.5844,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_transformer/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil_synth/usc_sail_synth_combined_gated_attention,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.8,0.3,0.8427,0.5919,0.7221,0.5846,0.7958,0.8955,0.659,0.8429,0.8707,0.5539,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil_synth/usc_sail_synth_combined_gated_attention/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/seg_mil_synth/usc_sail_synth_combined_transformer,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.05,0.7947,0.5583,0.6811,0.5572,0.7865,0.803,0.5913,0.7986,0.8714,0.5474,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil_synth/usc_sail_synth_combined_transformer/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/seg_mil_synth_v1/usc_sail_synth_combined_gated_attention,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.85,0.35,0.8088,0.5826,0.7001,0.5803,0.7971,0.8209,0.6361,0.8336,0.8648,0.5623,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil_synth_v1/usc_sail_synth_combined_gated_attention/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/seg_mil_synth_v1/usc_sail_synth_combined_transformer,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.95,0.3,0.7665,0.6055,0.6891,0.6288,0.8322,0.7104,0.6365,0.8291,0.8714,0.5474,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil_synth_v1/usc_sail_synth_combined_transformer/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/wav2vec2_large_mil,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.5,0.8107,0.6634,0.7399,0.6855,0.8595,0.7672,0.7357,0.8849,0.8767,0.6238,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wav2vec2_large_mil/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/wavlm_mil,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.5,0.7961,0.6657,0.7334,0.7038,0.8777,0.7284,0.7711,0.8931,0.8823,0.6186,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
mil/mil_results/wavlm_mil_acmil,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.85,0.5,0.7872,0.6348,0.714,0.6596,0.8483,0.7343,0.7329,0.8773,0.87,0.5603,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_acmil/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/wavlm_mil_acmil_gated,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.85,0.55,0.7981,0.6481,0.726,0.6718,0.8537,0.7493,0.7356,0.8771,0.8713,0.5794,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_acmil_gated/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/wavlm_mil_acmil_max,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.5,0.8006,0.6619,0.7339,0.6924,0.8676,0.7433,0.7598,0.8928,0.8703,0.6355,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_acmil_max/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/wavlm_mil_acmil_topk,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.8,0.5,0.7868,0.6605,0.7261,0.7043,0.8815,0.7104,0.7752,0.9021,0.884,0.6345,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_acmil_topk/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/wavlm_mil_child_adapted,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.5,0.05,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.5,0.7596,0.8634,0.5,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_child_adapted/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
mil/mil_results/wavlm_mil_cross_child,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.75,0.4,0.7683,0.6131,0.692,0.6356,0.8318,0.7139,0.6902,0.8445,0.8627,0.5123,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_cross_child/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/wavlm_mil_cross_child_synth,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.7,0.3,0.4735,0.4372,0.4556,0.5483,0.8117,0.3342,0.5661,0.8056,0.8637,0.5164,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_cross_child_synth/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/wavlm_mil_cross_child_synth_v1,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.6,0.3,0.7909,0.5697,0.6821,0.5692,0.7878,0.7941,0.6199,0.8353,0.8637,0.5164,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_cross_child_synth_v1/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/wavlm_mil_hardneg,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.05,0.675,0.5506,0.6152,0.6043,0.8333,0.5672,0.6421,0.8436,0.8634,0.5,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_hardneg/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
mil/mil_results/wavlm_mil_hardneg_synth,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.65,0.35,0.747,0.6293,0.6904,0.6871,0.8821,0.6478,0.7059,0.8605,0.8534,0.5007,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_hardneg_synth/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/wavlm_mil_hardneg_synth_v1,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.05,0.7363,0.5832,0.6627,0.6144,0.8284,0.6627,0.6568,0.8509,0.8634,0.5,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_hardneg_synth_v1/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/wavlm_mil_kfold3_f0,seen_child_test,795,0.7346,val-tuned-by-balanced-accuracy,0.65,0.45,0.8279,0.5842,0.6985,0.5796,0.771,0.8938,0.6458,0.8208,0.8494,0.5164,0.847,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_kfold3_f0/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/wavlm_mil_kfold3_f1,seen_child_test,725,0.731,val-tuned-by-balanced-accuracy,0.8,0.6,0.6623,0.5474,0.6005,0.584,0.7942,0.5679,0.6177,0.7937,0.8477,0.5219,0.8446,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_kfold3_f1/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/wavlm_mil_kfold3_f2,seen_child_test,663,0.7602,val-tuned-by-balanced-accuracy,0.75,0.45,0.7774,0.6001,0.6924,0.6143,0.8212,0.7381,0.6471,0.8312,0.869,0.5316,0.8638,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_kfold3_f2/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/wavlm_mil_knnvc,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.5,0.7412,0.5016,0.626,0.5027,0.761,0.7224,0.536,0.7829,0.8634,0.5,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_knnvc/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/wavlm_mil_layersum,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.5,0.7175,0.5915,0.6569,0.6439,0.8554,0.6179,0.6954,0.868,0.8656,0.5094,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_layersum/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/wavlm_mil_tinyvox,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.8,0.5,0.7767,0.627,0.7047,0.6554,0.8481,0.7164,0.6698,0.8192,0.8657,0.5238,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_tinyvox/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
mil/mil_results/wavlm_mil_tsmil_concat,seen_child_test,436,0.7661,val-tuned-by-balanced-accuracy,0.7,0.3,0.8019,0.6416,0.7269,0.6631,0.8519,0.7575,0.7297,0.8771,0.8809,0.5808,0.8675,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_tsmil_concat/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/wavlm_mil_tsmil_film,seen_child_test,436,0.7661,val-tuned-by-balanced-accuracy,0.9,0.5,0.6151,0.5273,0.574,0.6204,0.8689,0.476,0.7273,0.8825,0.8742,0.5479,0.8675,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_tsmil_film/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/whisper_base_mil,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.6,0.5,0.822,0.6225,0.7261,0.621,0.8171,0.8269,0.702,0.861,0.8697,0.6099,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_base_mil/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_large_mil,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.5,0.8738,0.7602,0.8192,0.7777,0.9016,0.8478,0.8671,0.9525,0.8934,0.6579,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_large_mil/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_medium_mil,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.65,0.5,0.8912,0.782,0.8387,0.7894,0.9021,0.8806,0.873,0.9513,0.9035,0.7725,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_medium_mil/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_medium_mil_kfold3_f0,seen_child_test,795,0.7346,val-tuned-by-balanced-accuracy,0.9,0.75,0.8399,0.7533,0.7939,0.7937,0.9204,0.7723,0.8742,0.941,0.8922,0.77,0.847,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_medium_mil_kfold3_f0/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
mil/mil_results/whisper_medium_mil_kfold3_f1,seen_child_test,725,0.731,val-tuned-by-balanced-accuracy,0.8,0.45,0.8207,0.741,0.7778,0.7926,0.9306,0.734,0.8623,0.9311,0.8856,0.754,0.8446,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_medium_mil_kfold3_f1/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/whisper_medium_mil_kfold3_f2,seen_child_test,663,0.7602,val-tuned-by-balanced-accuracy,0.7,0.45,0.8418,0.7478,0.7967,0.8076,0.9433,0.7599,0.8742,0.9492,0.8874,0.7129,0.8638,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_medium_mil_kfold3_f2/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
mil/mil_results/whisper_mil,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.5,0.847,0.7415,0.7963,0.784,0.9196,0.7851,0.8531,0.9457,0.886,0.7353,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
mil/mil_results/whisper_mil_acmil,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.6,0.5,0.829,0.6589,0.7472,0.6637,0.8405,0.8179,0.7338,0.8762,0.8722,0.6338,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/whisper_mil_acmil_gated,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.65,0.4,0.7851,0.6397,0.7152,0.6693,0.8556,0.7254,0.7354,0.8791,0.8762,0.5807,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_gated/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/whisper_mil_acmil_max,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.5,0.8463,0.7299,0.7903,0.7617,0.902,0.797,0.8415,0.9364,0.8911,0.7365,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_max/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/whisper_mil_acmil_max_kfold3_f0,seen_child_test,795,0.7346,val-tuned-by-balanced-accuracy,0.65,0.5,0.6815,0.5765,0.6257,0.6235,0.8284,0.5788,0.6687,0.8081,0.8576,0.5679,0.847,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_max_kfold3_f0/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
mil/mil_results/whisper_mil_acmil_max_kfold3_f1,seen_child_test,725,0.731,val-tuned-by-balanced-accuracy,0.6,0.5,0.8361,0.6735,0.7487,0.6668,0.8165,0.8566,0.752,0.8723,0.8617,0.6029,0.8446,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_max_kfold3_f1/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
mil/mil_results/whisper_mil_acmil_max_kfold3_f2,seen_child_test,663,0.7602,val-tuned-by-balanced-accuracy,0.75,0.6,0.8118,0.6717,0.7446,0.6986,0.8688,0.7619,0.7885,0.9153,0.8825,0.6256,0.8638,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_max_kfold3_f2/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
mil/mil_results/whisper_mil_acmil_topk,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.65,0.5,0.8449,0.7265,0.788,0.757,0.899,0.797,0.8163,0.9257,0.8754,0.7007,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_topk/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/whisper_mil_cross_child,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.7,0.5,0.8956,0.7708,0.8342,0.7577,0.875,0.9171,0.8761,0.9538,0.8951,0.6669,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/whisper_mil_cross_child_kfold3_f0,seen_child_test,930,0.7613,val-tuned-by-balanced-accuracy,0.65,0.5,0.8593,0.7434,0.8039,0.77,0.9034,0.8192,0.8418,0.934,0.897,0.7019,0.8645,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_kfold3_f0/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_cross_child_kfold3_f1,seen_child_test,729,0.7188,val-tuned-by-balanced-accuracy,0.75,0.5,0.8395,0.7428,0.7851,0.7603,0.8789,0.8034,0.8514,0.9346,0.87,0.6668,0.8364,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_kfold3_f1/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_cross_child_kfold3_f2,seen_child_test,718,0.7451,val-tuned-by-balanced-accuracy,0.7,0.5,0.8557,0.7596,0.8067,0.7926,0.9149,0.8037,0.8657,0.9423,0.8925,0.7585,0.854,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_kfold3_f2/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_cross_child_synth,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.85,0.5,0.6475,0.565,0.6069,0.6529,0.8843,0.5107,0.7049,0.8605,0.8568,0.5496,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/whisper_mil_cross_child_synth_cap0p5x,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.65,0.5,0.893,0.7742,0.8345,0.7674,0.8825,0.9037,0.8751,0.9521,0.893,0.689,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_cap0p5x/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_cross_child_synth_cap1x,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.65,0.5,0.8127,0.6882,0.7515,0.7213,0.8812,0.754,0.8082,0.9236,0.887,0.674,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_cap1x/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_cross_child_synth_cap2x,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.8,0.5,0.6634,0.5536,0.6094,0.6142,0.8402,0.5481,0.6591,0.8401,0.8517,0.5415,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_cap2x/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_cross_child_synth_v1,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.8,0.35,0.6614,0.5335,0.5985,0.5786,0.8101,0.5588,0.5893,0.7804,0.8594,0.5028,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v1/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/whisper_mil_cross_child_synth_v3,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.9,0.5,0.6981,0.6017,0.6506,0.6768,0.8884,0.5749,0.7361,0.8837,0.8612,0.5509,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v3/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_cross_child_synth_v3_2k,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.65,0.5,0.6581,0.5404,0.6002,0.5937,0.8233,0.5481,0.6292,0.8231,0.8538,0.5126,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v3_2k/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/whisper_mil_cross_child_synth_v4,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.75,0.5,0.8,0.666,0.7341,0.6954,0.866,0.7433,0.7795,0.9066,0.8799,0.5971,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v4/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/whisper_mil_hardneg,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.65,0.5,0.8151,0.699,0.7593,0.7443,0.9022,0.7433,0.8182,0.9292,0.8688,0.6948,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
mil/mil_results/whisper_mil_hardneg_synth,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.5,0.8708,0.7544,0.8148,0.7714,0.8984,0.8448,0.8535,0.9438,0.894,0.7427,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_hardneg_synth_v1,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.5,0.8468,0.7286,0.79,0.7585,0.8993,0.8,0.8224,0.9314,0.8769,0.6382,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth_v1/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/whisper_mil_hardneg_synth_v3,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.85,0.55,0.7226,0.6338,0.6799,0.7248,0.9296,0.591,0.8443,0.9412,0.8831,0.7114,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth_v3/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_hardneg_synth_v4,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.8,0.55,0.7925,0.6939,0.7451,0.7646,0.9315,0.6896,0.8388,0.9413,0.8787,0.6861,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth_v4/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/whisper_mil_kfold3_f0,seen_child_test,795,0.7346,val-tuned-by-balanced-accuracy,0.9,0.45,0.8161,0.721,0.7657,0.7611,0.9025,0.7449,0.8498,0.9308,0.8661,0.5834,0.847,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_kfold3_f0/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_kfold3_f1,seen_child_test,725,0.731,val-tuned-by-balanced-accuracy,0.75,0.5,0.8004,0.7207,0.7575,0.7775,0.9279,0.7038,0.8608,0.9306,0.8905,0.7423,0.8446,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_kfold3_f1/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_kfold3_f2,seen_child_test,663,0.7602,val-tuned-by-balanced-accuracy,0.6,0.5,0.8838,0.7585,0.8237,0.7591,0.8847,0.8829,0.8629,0.9421,0.8897,0.7127,0.8638,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_kfold3_f2/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_layersum,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.7,0.3434,0.3579,0.3504,0.5067,0.7708,0.2209,0.5951,0.7905,0.8656,0.5094,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_layersum/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/whisper_mil_lr1e-03_seed1,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.35,0.8423,0.7395,0.7929,0.7875,0.925,0.7731,0.8574,0.9471,0.8889,0.6886,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-03_seed1/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_lr1e-03_seed2,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.65,0.5,0.8571,0.75,0.8056,0.7851,0.9153,0.806,0.8543,0.9465,0.8807,0.734,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-03_seed2/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_lr1e-04_seed1,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.05,0.6644,0.5083,0.5893,0.5381,0.7846,0.5761,0.5839,0.782,0.8634,0.5,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-04_seed1/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_lr1e-04_seed2,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.7,0.4276,0.3976,0.4132,0.511,0.7734,0.2955,0.5672,0.7668,0.8645,0.5047,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-04_seed2/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_lr1e-04_seed42,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.7,0.8649,0.4682,0.6742,0.5159,0.7655,0.994,0.559,0.7844,0.8649,0.5159,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-04_seed42/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
