system_name,split,n_clips,pos_rate,threshold_source,tuned_threshold,f1,f1_macro,f1_weighted,balanced_accuracy,precision,recall,auroc,auprc,trivial_f1,trivial_f1_macro,trivial_balanced_accuracy,predictions_path,metrics_json_path,status,regenerated_at
ensemble_runs/candidate_babar_mil_lr,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.8707,0.77,0.8223,0.8034,0.9231,0.8239,0.8581,0.9464,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:53+00:00
ensemble_runs/candidate_babar_mil_mean,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.5,0.8562,0.7651,0.8124,0.8203,0.9458,0.7821,0.8656,0.9497,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:53+00:00
ensemble_runs/candidate_best3_lr,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.65,0.9015,0.7951,0.8503,0.7951,0.9015,0.9015,0.8591,0.9449,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:53+00:00
ensemble_runs/candidate_best3_mean,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.35,0.8989,0.7965,0.8497,0.8033,0.9085,0.8896,0.8672,0.9487,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:53+00:00
ensemble_runs/candidate_best_audio_mil_lr,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.65,0.8985,0.7889,0.8458,0.7889,0.8985,0.8985,0.8707,0.9519,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:53+00:00
ensemble_runs/candidate_best_audio_mil_mean,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.45,0.8896,0.7883,0.8409,0.8055,0.9148,0.8657,0.8812,0.957,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:53+00:00
ensemble_runs/candidate_neural_diar_lr,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.8867,0.7298,0.8113,0.7112,0.8536,0.9224,0.8254,0.9315,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:53+00:00
ensemble_runs/candidate_neural_diar_mean,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.45,0.7624,0.6472,0.707,0.7055,0.892,0.6657,0.7734,0.8989,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:53+00:00
ensemble_runs/candidate_top4_enroll_lr,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.8752,0.7638,0.8216,0.7824,0.9045,0.8478,0.8468,0.9376,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:53+00:00
ensemble_runs/candidate_top4_enroll_mean,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.35,0.8224,0.7141,0.7703,0.7646,0.9158,0.7463,0.8377,0.9296,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:53+00:00
ensemble_runs/candidate_vtc_mil_lr,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.8879,0.7679,0.8302,0.7688,0.8892,0.8866,0.8513,0.9377,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:53+00:00
ensemble_runs/candidate_vtc_mil_mean,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.5,0.893,0.793,0.8449,0.8085,0.9154,0.8716,0.8586,0.9423,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:53+00:00
ensemble_runs/candidate_with_babar_combined_lr,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.8879,0.7679,0.8302,0.7688,0.8892,0.8866,0.8513,0.9377,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:53+00:00
ensemble_runs/candidate_with_babar_combined_mean,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.5,0.893,0.793,0.8449,0.8085,0.9154,0.8716,0.8586,0.9423,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:53+00:00
ensemble_runs/candidate_with_eend_eda_lr,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.8724,0.7723,0.8243,0.8049,0.9233,0.8269,0.8558,0.9466,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:53+00:00
ensemble_runs/candidate_with_eend_eda_mean,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.45,0.8421,0.7459,0.7958,0.8019,0.9377,0.7642,0.8375,0.9301,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:53+00:00
ensemble_runs/candidate_with_sortformer_lr,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.8724,0.7723,0.8243,0.8049,0.9233,0.8269,0.864,0.9478,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:54+00:00
ensemble_runs/candidate_with_sortformer_mean,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.4,0.8736,0.7831,0.8301,0.8273,0.9414,0.8149,0.8699,0.9488,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:54+00:00
ensemble_runs/candidate_with_vtc_combined_lr,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.8612,0.76,0.8126,0.7992,0.9247,0.806,0.868,0.9528,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:53+00:00
ensemble_runs/candidate_with_vtc_combined_mean,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.4,0.8742,0.7745,0.8263,0.8064,0.9236,0.8299,0.8707,0.9539,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:53+00:00
ensemble_runs/cross_child_best_audio_mil,seen_child_test,496,0.754,val-tuned,0.35,0.8894,0.6755,0.7842,0.6491,0.8151,0.9786,0.8766,0.9514,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/cross_child_best_audio_mil/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/cross_child_best_audio_mil/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/cross_child_best_audio_mil_with_clap,seen_child_test,496,0.754,val-tuned,0.45,0.8978,0.7331,0.8167,0.7026,0.8411,0.9626,0.8791,0.9517,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/cross_child_best_audio_mil_with_clap/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/cross_child_best_audio_mil_with_clap/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/metadata_router_learned,seen_child_test,441,0.7596,val-tuned,0.8549999999999999,0.8729,0.6453,0.7635,0.6273,0.8123,0.9433,0.7311,0.8545,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_router_learned/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_router_learned/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/metadata_router_rule,seen_child_test,441,0.7596,val-tuned,0.1549999999999999,0.8832,0.7138,0.8018,0.6938,0.8447,0.9254,0.7047,0.8569,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_router_rule/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_router_rule/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/metadata_stack,seen_child_test,441,0.7596,val-tuned,0.6,0.9053,0.8075,0.8583,0.8125,0.9121,0.8985,0.9044,0.9663,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_stack/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_stack/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/metadata_stack_11sys_backup,seen_child_test,441,0.7596,val-tuned,0.575,0.9015,0.7951,0.8503,0.7951,0.9015,0.9015,0.9001,0.9641,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_stack_11sys_backup/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_stack_11sys_backup/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/metadata_stack_av,seen_child_test,441,0.7596,val-tuned,0.6399999999999999,0.8977,0.8013,0.8514,0.8162,0.9187,0.8776,0.9052,0.9677,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_stack_av/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_stack_av/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/metadata_stack_av_11sys_backup,seen_child_test,441,0.7596,val-tuned,0.6549999999999999,0.8974,0.8024,0.8517,0.8194,0.9214,0.8746,0.9044,0.9672,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_stack_av_11sys_backup/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_stack_av_11sys_backup/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/no_metadata_stack,seen_child_test,441,0.7596,val-tuned,0.575,0.9094,0.8087,0.861,0.8058,0.9053,0.9134,0.8969,0.9622,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/no_metadata_stack/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/no_metadata_stack/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/no_metadata_stack_audio,seen_child_test,441,0.7596,val-tuned,0.565,0.8961,0.7798,0.8402,0.7762,0.8909,0.9015,0.893,0.9599,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/no_metadata_stack_audio/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/no_metadata_stack_audio/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
evaluation/cross_child_babar_role_only,seen_child_test,496,0.754,val-tuned,0.05,0.8241,0.7331,0.7793,0.7966,0.9416,0.7326,0.8578,0.9372,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/evaluation/cross_child_babar_role_only/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/evaluation/cross_child_babar_role_only/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
evaluation/cross_child_vtc_kchi_role_only,seen_child_test,496,0.754,val-tuned,0.05,0.8551,0.7673,0.8119,0.8207,0.945,0.7807,0.8897,0.951,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/evaluation/cross_child_vtc_kchi_role_only/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/evaluation/cross_child_vtc_kchi_role_only/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
evaluation/cross_child_vtc_role_only,seen_child_test,496,0.754,val-tuned,0.05,0.8774,0.7643,0.8217,0.7747,0.8944,0.861,0.8191,0.9015,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/evaluation/cross_child_vtc_role_only/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/evaluation/cross_child_vtc_role_only/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
joint_asr_diar_ecapa_enrollment_runs,seen_child_test,441,0.7596,default-0.5,0.5,0.1163,0.252,0.1816,0.5078,0.8077,0.0627,0.6631,0.8404,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/joint_asr_diar_ecapa_enrollment_runs/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
joint_asr_diar_sails_runs,seen_child_test,441,0.7596,val-tuned,0.0,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.5542,0.7766,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/joint_asr_diar_sails_runs/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/joint_asr_diar_sails_runs/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
mil/mil_results/hubert_large_mil,seen_child_test,441,0.7596,val-tuned,0.55,0.8779,0.6068,0.7476,0.5966,0.7976,0.9761,0.748,0.8853,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/hubert_large_mil/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/hubert_large_mil/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/hubert_large_mil_layersum,seen_child_test,441,0.7596,val-tuned,0.5,0.8784,0.6223,0.7553,0.6077,0.8025,0.9701,0.8128,0.9198,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/hubert_large_mil_layersum/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/hubert_large_mil_layersum/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/multi_child_suppressor,seen_child_test,441,0.7596,val-tuned,0.3899999999999999,0.9035,0.7851,0.8466,0.7725,0.8854,0.9224,0.8916,0.9624,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/multi_child_suppressor/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/multi_child_suppressor/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_conditioned_mil,seen_child_test,441,0.7596,val-tuned,0.6,0.8776,0.7454,0.8141,0.7454,0.8776,0.8776,0.8568,0.9501,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_conditioned_mil/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_conditioned_mil/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/babar_vtc_attention,seen_child_test,441,0.7596,val-tuned-alt,0.55,0.8798,0.6466,0.7677,0.6268,0.8111,0.9612,0.79,0.9193,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_attention/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/babar_vtc_auto_pool,seen_child_test,441,0.7596,val-tuned-alt,0.55,0.8849,0.6847,0.7886,0.6601,0.8264,0.9522,0.8127,0.9226,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_auto_pool/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/babar_vtc_dsmil,seen_child_test,441,0.7596,val-tuned-alt,0.35,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.815,0.9265,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_dsmil/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/babar_vtc_exp_softmax_pool,seen_child_test,441,0.7596,val-tuned-alt,0.55,0.8768,0.6765,0.7805,0.6558,0.8259,0.9343,0.8161,0.9243,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_exp_softmax_pool/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/babar_vtc_gated_attention,seen_child_test,441,0.7596,val-tuned-alt,0.5,0.8743,0.6661,0.7742,0.6464,0.8215,0.9343,0.808,0.9269,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_gated_attention/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/babar_vtc_gmap,seen_child_test,441,0.7596,val-tuned-alt,0.55,0.8795,0.6503,0.7693,0.63,0.8127,0.9582,0.7934,0.9184,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_gmap/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/babar_vtc_max,seen_child_test,441,0.7596,val-tuned-alt,0.4,0.8635,0.4984,0.688,0.5288,0.7705,0.9821,0.7746,0.9101,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_max/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/babar_vtc_mean,seen_child_test,441,0.7596,val-tuned-alt,0.6,0.8837,0.6793,0.7854,0.6554,0.8243,0.9522,0.7926,0.9101,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_mean/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/babar_vtc_noisy_or,seen_child_test,441,0.7596,val-tuned-alt,0.05,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.2956,0.6385,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_noisy_or/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/babar_vtc_top_k,seen_child_test,441,0.7596,val-tuned-alt,0.5,0.8813,0.6487,0.7695,0.6283,0.8116,0.9642,0.7864,0.9116,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_top_k/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/babar_vtc_transformer,seen_child_test,441,0.7596,val-tuned-alt,0.45,0.8495,0.6854,0.7706,0.6848,0.8482,0.8507,0.7456,0.8884,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_transformer/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/pyannote_attention,seen_child_test,441,0.7596,val-tuned-alt,0.75,0.8721,0.636,0.7586,0.6194,0.8087,0.9463,0.6864,0.8548,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_attention/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/pyannote_auto_pool,seen_child_test,441,0.7596,val-tuned-alt,0.65,0.8719,0.6184,0.7501,0.605,0.802,0.9552,0.6026,0.7971,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_auto_pool/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/pyannote_dsmil,seen_child_test,441,0.7596,val-tuned-alt,0.9,0.8731,0.6245,0.7536,0.6097,0.804,0.9552,0.6901,0.8571,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_dsmil/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/pyannote_exp_softmax_pool,seen_child_test,441,0.7596,val-tuned-alt,0.95,0.8764,0.646,0.7656,0.6271,0.8117,0.9522,0.6675,0.8429,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_exp_softmax_pool/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/pyannote_gated_attention,seen_child_test,441,0.7596,val-tuned-alt,0.9,0.8747,0.6265,0.7554,0.6112,0.8045,0.9582,0.689,0.8545,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_gated_attention/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/pyannote_gmap,seen_child_test,441,0.7596,val-tuned-alt,0.6,0.874,0.6344,0.7588,0.6176,0.8076,0.9522,0.6906,0.8562,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_gmap/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/pyannote_max,seen_child_test,441,0.7596,val-tuned-alt,0.9,0.8716,0.6225,0.7518,0.6082,0.8035,0.9522,0.7255,0.8813,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_max/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/pyannote_mean,seen_child_test,441,0.7596,val-tuned-alt,0.65,0.8719,0.6184,0.7501,0.605,0.802,0.9552,0.6018,0.7965,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_mean/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/pyannote_noisy_or,seen_child_test,441,0.7596,val-tuned-alt,0.05,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.3064,0.6461,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_noisy_or/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/pyannote_top_k,seen_child_test,441,0.7596,val-tuned-alt,0.55,0.873,0.6055,0.7444,0.5953,0.7975,0.9642,0.5843,0.7891,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_top_k/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/pyannote_transformer,seen_child_test,441,0.7596,val-tuned-alt,0.1,0.873,0.6055,0.7444,0.5953,0.7975,0.9642,0.5692,0.7779,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_transformer/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/usc_sail_attention,seen_child_test,441,0.7596,val-tuned-alt,0.5,0.8714,0.5274,0.706,0.5474,0.7775,0.991,0.5979,0.7989,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_attention/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/usc_sail_auto_pool,seen_child_test,441,0.7596,val-tuned-alt,0.55,0.8714,0.5274,0.706,0.5474,0.7775,0.991,0.5416,0.7609,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_auto_pool/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/usc_sail_dsmil,seen_child_test,441,0.7596,val-tuned-alt,0.85,0.8719,0.5479,0.7161,0.5586,0.782,0.9851,0.6058,0.8081,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_dsmil/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/usc_sail_exp_softmax_pool,seen_child_test,441,0.7596,val-tuned-alt,0.55,0.8714,0.5274,0.706,0.5474,0.7775,0.991,0.5707,0.7759,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_exp_softmax_pool/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/usc_sail_gated_attention,seen_child_test,441,0.7596,val-tuned-alt,0.5,0.8714,0.5274,0.706,0.5474,0.7775,0.991,0.6005,0.7967,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_gated_attention/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/usc_sail_gmap,seen_child_test,441,0.7596,val-tuned-alt,0.55,0.8714,0.5274,0.706,0.5474,0.7775,0.991,0.6102,0.8087,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_gmap/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/usc_sail_max,seen_child_test,441,0.7596,val-tuned-alt,0.65,0.8742,0.5631,0.7246,0.568,0.7857,0.9851,0.7008,0.8756,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_max/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/usc_sail_mean,seen_child_test,441,0.7596,val-tuned-alt,0.4,0.8714,0.5274,0.706,0.5474,0.7775,0.991,0.501,0.74,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_mean/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/usc_sail_noisy_or,seen_child_test,441,0.7596,val-tuned-alt,0.05,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.3067,0.6472,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_noisy_or/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
