diarizer,child_id,timepoint_norm,n_clips,n_fp,n_fn,accuracy
EEND-EDA,W2E0Z9B7Z8,36_month,1,0,0,1.0
EEND-EDA,W3I4D2X4Z4,14_month,5,0,0,1.0
EEND-EDA,W3O7N1N8U2,14_month,2,0,0,1.0
EEND-EDA,W3P0N4W0X9,14_month,6,0,0,1.0
EEND-EDA,W4O4B5W7K0,36_month,2,0,0,1.0
EEND-EDA,W7P7J6H1H6,14_month,2,0,0,1.0
EEND-EDA,W9K7Y8Y0V6,36_month,3,1,0,0.6667
EEND-EDA,W9S0D6Q7Z5,14_month,1,0,0,1.0
EEND-EDA,X1U1P0D1X3,14_month,3,0,0,1.0
EEND-EDA,X2N4R2N5V8,36_month,2,0,0,1.0
EEND-EDA,Y4W4H9A8X5,36_month,2,1,0,0.5
EEND-EDA,Y6Z4H0C5U2,14_month,2,0,0,1.0
EEND-EDA,Z1J6X4Y3Z4,14_month,3,2,0,0.3333
EEND-EDA,Z2E7T3I3H2,14_month,4,1,0,0.75
EEND-EDA,Z3H6O7C3O9,36_month,1,1,0,0.0
Sortformer,A1H3H9Y3T1,14_month,3,1,0,0.6667
Sortformer,A2M5H0V6E3,14_month,3,0,0,1.0
Sortformer,A2P7X9N8L7,14_month,5,1,0,0.8
Sortformer,A3G3T7I1A5,14_month,4,0,0,1.0
Sortformer,A4E8K1L5Y2,36_month,3,0,0,1.0
Sortformer,A5X1S7S1E7,14_month,3,0,0,1.0
Sortformer,A6S0V1J3G6,14_month,1,1,0,0.0
Sortformer,A6Y4Y7X2G1,14_month,6,3,1,0.3333
Sortformer,A6Z2B3J2A9,14_month,2,0,0,1.0
Sortformer,A8P5O6Z7X6,14_month,1,0,0,1.0
Sortformer,B1L0B3F6F1,14_month,3,0,0,1.0
Sortformer,B1S3L8Q7Y6,14_month,17,3,1,0.7647
Sortformer,B2R3Q8L2Y3,14_month,4,0,0,1.0
Sortformer,B4Q3G8H2N3,14_month,8,1,0,0.875
Sortformer,B8I6G9P2G8,36_month,1,1,0,0.0
Sortformer,B9P5V1I5O5,14_month,2,1,0,0.5
Sortformer,C0O6X3N5Y7,14_month,10,1,1,0.8
Sortformer,C1G1X2G4C6,14_month,3,1,0,0.6667
Sortformer,C1I8N8L4Q4,36_month,2,1,0,0.5
Sortformer,C3A8Q4J6E5,14_month,1,0,0,1.0
Sortformer,C4C7T6W2I0,14_month,3,0,0,1.0
Sortformer,C5L2D6N1W6,14_month,2,0,0,1.0
Sortformer,C5U1P3X9F0,14_month,8,0,1,0.875
Sortformer,D4Y7P4G2V4,14_month,5,1,0,0.8
Sortformer,D8G5K7I0D6,14_month,4,1,0,0.75
Sortformer,D8O8B2C4X2,14_month,3,0,0,1.0
Sortformer,D9N0U7M9X3,36_month,1,0,0,1.0
Sortformer,E2P5Q8S5A7,14_month,3,0,0,1.0
Sortformer,E3O3H8O7H4,14_month,3,1,0,0.6667
Sortformer,E7G3N4A1K5,36_month,2,0,2,0.0
Sortformer,E7T7O3G7J5,14_month,3,1,0,0.6667
Sortformer,E7Z4G3O5K2,14_month,4,1,0,0.75
Sortformer,F3N4H0K1Z1,14_month,12,1,1,0.8333
Sortformer,F6J0V8B6S4,36_month,1,1,0,0.0
Sortformer,F8N7H3T0O1,14_month,6,2,1,0.5
Sortformer,F8V2U5P1A0,14_month,5,1,0,0.8
Sortformer,G2N1M4K2S0,14_month,1,0,0,1.0
Sortformer,G3A6S5R9F7,14_month,5,2,0,0.6
Sortformer,G3D3S2N7W8,14_month,2,1,0,0.5
Sortformer,G4J8F6F4X0,14_month,11,4,1,0.5455
Sortformer,G8Q8I6N0I3,14_month,2,0,0,1.0
Sortformer,H3B5L5F8T1,14_month,5,0,1,0.8
Sortformer,H7C3T0K5E5,14_month,4,0,2,0.5
Sortformer,I8T4E2J3M6,14_month,8,4,0,0.5
Sortformer,J3J0V4T8C3,14_month,12,2,0,0.8333
Sortformer,J4J6X7C4D9,14_month,5,0,1,0.8
Sortformer,K6I1Q4G2V4,14_month,2,1,0,0.5
Sortformer,K6O1J5K7Z0,14_month,7,0,0,1.0
Sortformer,L0B0Q5O3Q3,14_month,10,1,0,0.9
Sortformer,L0C6T6H2C6,14_month,3,0,0,1.0
Sortformer,L3F0P2N3D1,14_month,1,0,0,1.0
Sortformer,L4K0P3T4Q8,14_month,2,0,0,1.0
Sortformer,L4M1H7J7G3,14_month,8,0,1,0.875
Sortformer,L4M8P2T7S0,36_month,7,1,0,0.8571
Sortformer,L5Q0Z1W8S2,14_month,1,0,0,1.0
Sortformer,L5V8G4A3K7,14_month,1,1,0,0.0
Sortformer,L6F2P7K8P1,14_month,5,0,2,0.6
Sortformer,L7Z6Q2U6Y6,36_month,2,0,0,1.0
Sortformer,M2N1C8G1C8,14_month,1,0,0,1.0
Sortformer,M4R4B8C7G8,36_month,1,1,0,0.0
Sortformer,M5F7G8S4F0,14_month,3,0,0,1.0
Sortformer,M5H7X4O2M2,14_month,3,1,0,0.6667
Sortformer,M5O1K4W9O1,14_month,5,0,0,1.0
Sortformer,M5Y0K3C9L0,14_month,3,1,0,0.6667
Sortformer,N2H7T0A7U5,36_month,1,1,0,0.0
Sortformer,N2Z6J3E5Q5,14_month,6,0,2,0.6667
Sortformer,N3C7S2N8O0,14_month,5,0,0,1.0
Sortformer,N3L7A1I2B9,14_month,25,5,2,0.72
Sortformer,N5I9D3R2M1,14_month,4,0,0,1.0
Sortformer,N6O9P4J0Q2,14_month,1,0,0,1.0
Sortformer,O2U2C6W2S9,14_month,3,0,1,0.6667
Sortformer,O5Q7I1O6N2,14_month,4,0,0,1.0
Sortformer,O6F1J9U1J2,14_month,4,1,0,0.75
Sortformer,O7X6W5O8E0,14_month,3,0,0,1.0
Sortformer,P3A4R4S2O3,14_month,2,0,0,1.0
Sortformer,Q9W9P7Z3J7,14_month,6,2,2,0.3333
Sortformer,R2C7W8X7N9,14_month,2,2,0,0.0
Sortformer,R4O0P4P3J4,14_month,3,0,0,1.0
Sortformer,R6R8Q6A7K0,14_month,8,3,2,0.375
Sortformer,S0M6Z7D5X7,14_month,3,1,0,0.6667
Sortformer,S2C4T1Y7V7,14_month,6,2,0,0.6667
Sortformer,S4C2W1M7Q0,36_month,4,1,0,0.75
Sortformer,S4O9O2E5Z0,14_month,4,0,0,1.0
Sortformer,S6T9X3C8Y2,14_month,2,1,0,0.5
Sortformer,S7F0B6H3A3,14_month,5,1,0,0.8
Sortformer,S7Y0I2P0S8,14_month,5,0,0,1.0
Sortformer,S9B3J7I4R1,14_month,6,0,1,0.8333
Sortformer,S9D2T7Y9B1,14_month,3,1,0,0.6667
Sortformer,T1G8F8W8Y8,14_month,4,0,0,1.0
Sortformer,T2H0J0N2Z5,14_month,5,1,2,0.4
Sortformer,T8P2Z1M9O9,14_month,4,3,0,0.25
Sortformer,U6O5F2B7T5,14_month,3,0,0,1.0
Sortformer,V7D7K3H8B4,14_month,3,1,0,0.6667
Sortformer,V9X2Q7S1E1,14_month,1,0,0,1.0
Sortformer,W2E0Z9B7Z8,36_month,1,0,0,1.0
Sortformer,W3I4D2X4Z4,14_month,5,0,0,1.0
Sortformer,W3O7N1N8U2,14_month,2,0,0,1.0
Sortformer,W3P0N4W0X9,14_month,6,0,1,0.8333
Sortformer,W4O4B5W7K0,36_month,2,0,0,1.0
Sortformer,W7P7J6H1H6,14_month,2,1,1,0.0
Sortformer,W9K7Y8Y0V6,36_month,3,1,0,0.6667
Sortformer,W9S0D6Q7Z5,14_month,1,0,0,1.0
Sortformer,X1U1P0D1X3,14_month,3,0,1,0.6667
Sortformer,X2N4R2N5V8,36_month,2,0,0,1.0
Sortformer,Y4W4H9A8X5,36_month,2,1,0,0.5
Sortformer,Y6Z4H0C5U2,14_month,2,0,1,0.5
Sortformer,Z1J6X4Y3Z4,14_month,3,1,1,0.3333
Sortformer,Z2E7T3I3H2,14_month,4,1,1,0.5
Sortformer,Z3H6O7C3O9,36_month,1,1,0,0.0
WavLM-MIL,A1H3H9Y3T1,14_month,3,1,0,0.6667
WavLM-MIL,A2M5H0V6E3,14_month,3,0,0,1.0
WavLM-MIL,A2P7X9N8L7,14_month,5,1,0,0.8
WavLM-MIL,A3G3T7I1A5,14_month,4,0,0,1.0
WavLM-MIL,A4E8K1L5Y2,36_month,3,0,0,1.0
WavLM-MIL,A5X1S7S1E7,14_month,3,0,0,1.0
WavLM-MIL,A6S0V1J3G6,14_month,1,1,0,0.0
WavLM-MIL,A6Y4Y7X2G1,14_month,6,3,0,0.5
WavLM-MIL,A6Z2B3J2A9,14_month,2,0,0,1.0
WavLM-MIL,A8P5O6Z7X6,14_month,1,1,0,0.0
WavLM-MIL,B1L0B3F6F1,14_month,3,0,0,1.0
WavLM-MIL,B1S3L8Q7Y6,14_month,17,2,0,0.8824
WavLM-MIL,B2R3Q8L2Y3,14_month,4,0,0,1.0
WavLM-MIL,B4Q3G8H2N3,14_month,8,1,0,0.875
WavLM-MIL,B8I6G9P2G8,36_month,1,1,0,0.0
WavLM-MIL,B9P5V1I5O5,14_month,2,1,0,0.5
WavLM-MIL,C0O6X3N5Y7,14_month,10,1,0,0.9
WavLM-MIL,C1G1X2G4C6,14_month,3,1,0,0.6667
WavLM-MIL,C1I8N8L4Q4,36_month,2,1,0,0.5
WavLM-MIL,C3A8Q4J6E5,14_month,1,0,0,1.0
WavLM-MIL,C4C7T6W2I0,14_month,3,1,0,0.6667
WavLM-MIL,C5L2D6N1W6,14_month,2,1,0,0.5
WavLM-MIL,C5U1P3X9F0,14_month,8,0,0,1.0
WavLM-MIL,D4Y7P4G2V4,14_month,5,1,1,0.6
WavLM-MIL,D8G5K7I0D6,14_month,4,1,0,0.75
WavLM-MIL,D8O8B2C4X2,14_month,3,0,0,1.0
WavLM-MIL,D9N0U7M9X3,36_month,1,0,0,1.0
WavLM-MIL,E2P5Q8S5A7,14_month,3,1,0,0.6667
WavLM-MIL,E3O3H8O7H4,14_month,3,1,0,0.6667
WavLM-MIL,E7G3N4A1K5,36_month,2,0,0,1.0
WavLM-MIL,E7T7O3G7J5,14_month,3,1,0,0.6667
WavLM-MIL,E7Z4G3O5K2,14_month,4,2,0,0.5
WavLM-MIL,F3N4H0K1Z1,14_month,12,1,0,0.9167
WavLM-MIL,F6J0V8B6S4,36_month,1,1,0,0.0
WavLM-MIL,F8N7H3T0O1,14_month,6,2,0,0.6667
WavLM-MIL,F8V2U5P1A0,14_month,5,1,0,0.8
WavLM-MIL,G2N1M4K2S0,14_month,1,0,0,1.0
WavLM-MIL,G3A6S5R9F7,14_month,5,1,0,0.8
WavLM-MIL,G3D3S2N7W8,14_month,2,1,0,0.5
WavLM-MIL,G4J8F6F4X0,14_month,11,5,0,0.5455
WavLM-MIL,G8Q8I6N0I3,14_month,2,0,0,1.0
WavLM-MIL,H3B5L5F8T1,14_month,5,1,1,0.6
WavLM-MIL,H7C3T0K5E5,14_month,4,0,0,1.0
WavLM-MIL,I8T4E2J3M6,14_month,8,5,1,0.25
WavLM-MIL,J3J0V4T8C3,14_month,12,1,2,0.75
WavLM-MIL,J4J6X7C4D9,14_month,5,0,0,1.0
WavLM-MIL,K6I1Q4G2V4,14_month,2,1,0,0.5
WavLM-MIL,K6O1J5K7Z0,14_month,7,0,0,1.0
WavLM-MIL,L0B0Q5O3Q3,14_month,10,2,0,0.8
WavLM-MIL,L0C6T6H2C6,14_month,3,0,0,1.0
WavLM-MIL,L3F0P2N3D1,14_month,1,0,0,1.0
WavLM-MIL,L4K0P3T4Q8,14_month,2,0,0,1.0
WavLM-MIL,L4M1H7J7G3,14_month,8,0,0,1.0
WavLM-MIL,L4M8P2T7S0,36_month,7,1,1,0.7143
WavLM-MIL,L5Q0Z1W8S2,14_month,1,0,0,1.0
WavLM-MIL,L5V8G4A3K7,14_month,1,0,0,1.0
WavLM-MIL,L6F2P7K8P1,14_month,5,0,0,1.0
WavLM-MIL,L7Z6Q2U6Y6,36_month,2,0,0,1.0
WavLM-MIL,M2N1C8G1C8,14_month,1,0,0,1.0
WavLM-MIL,M4R4B8C7G8,36_month,1,1,0,0.0
WavLM-MIL,M5F7G8S4F0,14_month,3,0,0,1.0
WavLM-MIL,M5H7X4O2M2,14_month,3,1,0,0.6667
WavLM-MIL,M5O1K4W9O1,14_month,5,0,1,0.8
WavLM-MIL,M5Y0K3C9L0,14_month,3,1,0,0.6667
WavLM-MIL,N2H7T0A7U5,36_month,1,1,0,0.0
WavLM-MIL,N2Z6J3E5Q5,14_month,6,0,0,1.0
WavLM-MIL,N3C7S2N8O0,14_month,5,0,0,1.0
WavLM-MIL,N3L7A1I2B9,14_month,25,2,0,0.92
WavLM-MIL,N5I9D3R2M1,14_month,4,0,0,1.0
WavLM-MIL,N6O9P4J0Q2,14_month,1,0,0,1.0
WavLM-MIL,O2U2C6W2S9,14_month,3,0,0,1.0
WavLM-MIL,O5Q7I1O6N2,14_month,4,0,0,1.0
WavLM-MIL,O6F1J9U1J2,14_month,4,1,0,0.75
WavLM-MIL,O7X6W5O8E0,14_month,3,0,0,1.0
WavLM-MIL,P3A4R4S2O3,14_month,2,0,0,1.0
WavLM-MIL,Q9W9P7Z3J7,14_month,6,1,0,0.8333
WavLM-MIL,R2C7W8X7N9,14_month,2,2,0,0.0
WavLM-MIL,R4O0P4P3J4,14_month,3,0,0,1.0
WavLM-MIL,R6R8Q6A7K0,14_month,8,1,0,0.875
WavLM-MIL,S0M6Z7D5X7,14_month,3,0,0,1.0
WavLM-MIL,S2C4T1Y7V7,14_month,6,2,0,0.6667
WavLM-MIL,S4C2W1M7Q0,36_month,4,1,0,0.75
WavLM-MIL,S4O9O2E5Z0,14_month,4,1,0,0.75
WavLM-MIL,S6T9X3C8Y2,14_month,2,2,0,0.0
WavLM-MIL,S7F0B6H3A3,14_month,5,1,0,0.8
WavLM-MIL,S7Y0I2P0S8,14_month,5,0,0,1.0
WavLM-MIL,S9B3J7I4R1,14_month,6,0,1,0.8333
WavLM-MIL,S9D2T7Y9B1,14_month,3,1,0,0.6667
WavLM-MIL,T1G8F8W8Y8,14_month,4,0,0,1.0
WavLM-MIL,T2H0J0N2Z5,14_month,5,1,0,0.8
WavLM-MIL,T8P2Z1M9O9,14_month,4,3,0,0.25
WavLM-MIL,U6O5F2B7T5,14_month,3,0,0,1.0
WavLM-MIL,V7D7K3H8B4,14_month,3,1,0,0.6667
WavLM-MIL,V9X2Q7S1E1,14_month,1,0,0,1.0
WavLM-MIL,W2E0Z9B7Z8,36_month,1,0,0,1.0
WavLM-MIL,W3I4D2X4Z4,14_month,5,0,0,1.0
WavLM-MIL,W3O7N1N8U2,14_month,2,0,0,1.0
WavLM-MIL,W3P0N4W0X9,14_month,6,0,0,1.0
WavLM-MIL,W4O4B5W7K0,36_month,2,0,0,1.0
WavLM-MIL,W7P7J6H1H6,14_month,2,1,1,0.0
WavLM-MIL,W9K7Y8Y0V6,36_month,3,1,0,0.6667
WavLM-MIL,W9S0D6Q7Z5,14_month,1,0,0,1.0
WavLM-MIL,X1U1P0D1X3,14_month,3,0,0,1.0
WavLM-MIL,X2N4R2N5V8,36_month,2,0,0,1.0
WavLM-MIL,Y4W4H9A8X5,36_month,2,2,0,0.0
WavLM-MIL,Y6Z4H0C5U2,14_month,2,0,0,1.0
WavLM-MIL,Z1J6X4Y3Z4,14_month,3,1,0,0.6667
WavLM-MIL,Z2E7T3I3H2,14_month,4,1,0,0.75
WavLM-MIL,Z3H6O7C3O9,36_month,1,1,0,0.0
Whisper-MIL,A1H3H9Y3T1,14_month,3,0,1,0.6667
Whisper-MIL,A2M5H0V6E3,14_month,3,0,0,1.0
Whisper-MIL,A2P7X9N8L7,14_month,5,1,0,0.8
Whisper-MIL,A3G3T7I1A5,14_month,4,0,0,1.0
Whisper-MIL,A4E8K1L5Y2,36_month,3,0,0,1.0
Whisper-MIL,A5X1S7S1E7,14_month,3,0,0,1.0
Whisper-MIL,A6S0V1J3G6,14_month,1,0,0,1.0
Whisper-MIL,A6Y4Y7X2G1,14_month,6,0,0,1.0
Whisper-MIL,A6Z2B3J2A9,14_month,2,0,0,1.0
Whisper-MIL,A8P5O6Z7X6,14_month,1,1,0,0.0
Whisper-MIL,B1L0B3F6F1,14_month,3,0,1,0.6667
Whisper-MIL,B1S3L8Q7Y6,14_month,17,2,1,0.8235
Whisper-MIL,B2R3Q8L2Y3,14_month,4,0,0,1.0
Whisper-MIL,B4Q3G8H2N3,14_month,8,1,1,0.75
Whisper-MIL,B8I6G9P2G8,36_month,1,0,0,1.0
Whisper-MIL,B9P5V1I5O5,14_month,2,2,0,0.0
Whisper-MIL,C0O6X3N5Y7,14_month,10,0,3,0.7
Whisper-MIL,C1G1X2G4C6,14_month,3,2,0,0.3333
Whisper-MIL,C1I8N8L4Q4,36_month,2,1,0,0.5
Whisper-MIL,C3A8Q4J6E5,14_month,1,0,0,1.0
Whisper-MIL,C4C7T6W2I0,14_month,3,0,0,1.0
Whisper-MIL,C5L2D6N1W6,14_month,2,1,0,0.5
Whisper-MIL,C5U1P3X9F0,14_month,8,0,3,0.625
Whisper-MIL,D4Y7P4G2V4,14_month,5,0,1,0.8
Whisper-MIL,D8G5K7I0D6,14_month,4,1,0,0.75
Whisper-MIL,D8O8B2C4X2,14_month,3,0,0,1.0
Whisper-MIL,D9N0U7M9X3,36_month,1,0,0,1.0
Whisper-MIL,E2P5Q8S5A7,14_month,3,1,1,0.3333
Whisper-MIL,E3O3H8O7H4,14_month,3,0,0,1.0
Whisper-MIL,E7G3N4A1K5,36_month,2,0,0,1.0
Whisper-MIL,E7T7O3G7J5,14_month,3,1,0,0.6667
Whisper-MIL,E7Z4G3O5K2,14_month,4,1,0,0.75
Whisper-MIL,F3N4H0K1Z1,14_month,12,1,0,0.9167
Whisper-MIL,F6J0V8B6S4,36_month,1,1,0,0.0
Whisper-MIL,F8N7H3T0O1,14_month,6,2,0,0.6667
Whisper-MIL,F8V2U5P1A0,14_month,5,1,0,0.8
Whisper-MIL,G2N1M4K2S0,14_month,1,0,0,1.0
Whisper-MIL,G3A6S5R9F7,14_month,5,2,1,0.4
Whisper-MIL,G3D3S2N7W8,14_month,2,1,0,0.5
Whisper-MIL,G4J8F6F4X0,14_month,11,2,1,0.7273
Whisper-MIL,G8Q8I6N0I3,14_month,2,0,0,1.0
Whisper-MIL,H3B5L5F8T1,14_month,5,0,0,1.0
Whisper-MIL,H7C3T0K5E5,14_month,4,0,0,1.0
Whisper-MIL,I8T4E2J3M6,14_month,8,4,1,0.375
Whisper-MIL,J3J0V4T8C3,14_month,12,0,1,0.9167
Whisper-MIL,J4J6X7C4D9,14_month,5,0,1,0.8
Whisper-MIL,K6I1Q4G2V4,14_month,2,0,0,1.0
Whisper-MIL,K6O1J5K7Z0,14_month,7,0,0,1.0
Whisper-MIL,L0B0Q5O3Q3,14_month,10,0,1,0.9
Whisper-MIL,L0C6T6H2C6,14_month,3,0,0,1.0
Whisper-MIL,L3F0P2N3D1,14_month,1,0,0,1.0
Whisper-MIL,L4K0P3T4Q8,14_month,2,0,0,1.0
Whisper-MIL,L4M1H7J7G3,14_month,8,0,0,1.0
Whisper-MIL,L4M8P2T7S0,36_month,7,0,1,0.8571
Whisper-MIL,L5Q0Z1W8S2,14_month,1,0,0,1.0
Whisper-MIL,L5V8G4A3K7,14_month,1,1,0,0.0
Whisper-MIL,L6F2P7K8P1,14_month,5,0,0,1.0
Whisper-MIL,L7Z6Q2U6Y6,36_month,2,0,0,1.0
Whisper-MIL,M2N1C8G1C8,14_month,1,0,0,1.0
Whisper-MIL,M4R4B8C7G8,36_month,1,1,0,0.0
Whisper-MIL,M5F7G8S4F0,14_month,3,0,0,1.0
Whisper-MIL,M5H7X4O2M2,14_month,3,0,0,1.0
Whisper-MIL,M5O1K4W9O1,14_month,5,0,2,0.6
Whisper-MIL,M5Y0K3C9L0,14_month,3,0,0,1.0
Whisper-MIL,N2H7T0A7U5,36_month,1,0,0,1.0
Whisper-MIL,N2Z6J3E5Q5,14_month,6,0,0,1.0
Whisper-MIL,N3C7S2N8O0,14_month,5,0,1,0.8
Whisper-MIL,N3L7A1I2B9,14_month,25,1,3,0.84
Whisper-MIL,N5I9D3R2M1,14_month,4,0,0,1.0
Whisper-MIL,N6O9P4J0Q2,14_month,1,0,0,1.0
Whisper-MIL,O2U2C6W2S9,14_month,3,0,0,1.0
Whisper-MIL,O5Q7I1O6N2,14_month,4,0,0,1.0
Whisper-MIL,O6F1J9U1J2,14_month,4,1,0,0.75
Whisper-MIL,O7X6W5O8E0,14_month,3,0,0,1.0
Whisper-MIL,P3A4R4S2O3,14_month,2,0,1,0.5
Whisper-MIL,Q9W9P7Z3J7,14_month,6,1,1,0.6667
Whisper-MIL,R2C7W8X7N9,14_month,2,2,0,0.0
Whisper-MIL,R4O0P4P3J4,14_month,3,0,0,1.0
Whisper-MIL,R6R8Q6A7K0,14_month,8,0,0,1.0
Whisper-MIL,S0M6Z7D5X7,14_month,3,0,0,1.0
Whisper-MIL,S2C4T1Y7V7,14_month,6,0,0,1.0
Whisper-MIL,S4C2W1M7Q0,36_month,4,0,0,1.0
Whisper-MIL,S4O9O2E5Z0,14_month,4,1,0,0.75
Whisper-MIL,S6T9X3C8Y2,14_month,2,2,0,0.0
Whisper-MIL,S7F0B6H3A3,14_month,5,1,0,0.8
Whisper-MIL,S7Y0I2P0S8,14_month,5,0,0,1.0
Whisper-MIL,S9B3J7I4R1,14_month,6,0,1,0.8333
Whisper-MIL,S9D2T7Y9B1,14_month,3,1,0,0.6667
Whisper-MIL,T1G8F8W8Y8,14_month,4,0,0,1.0
Whisper-MIL,T2H0J0N2Z5,14_month,5,0,0,1.0
Whisper-MIL,T8P2Z1M9O9,14_month,4,1,0,0.75
Whisper-MIL,U6O5F2B7T5,14_month,3,0,0,1.0
Whisper-MIL,V7D7K3H8B4,14_month,3,0,0,1.0
Whisper-MIL,V9X2Q7S1E1,14_month,1,0,0,1.0
Whisper-MIL,W2E0Z9B7Z8,36_month,1,0,0,1.0
Whisper-MIL,W3I4D2X4Z4,14_month,5,0,0,1.0
Whisper-MIL,W3O7N1N8U2,14_month,2,0,0,1.0
Whisper-MIL,W3P0N4W0X9,14_month,6,0,2,0.6667
Whisper-MIL,W4O4B5W7K0,36_month,2,0,0,1.0
Whisper-MIL,W7P7J6H1H6,14_month,2,1,1,0.0
Whisper-MIL,W9K7Y8Y0V6,36_month,3,0,0,1.0
Whisper-MIL,W9S0D6Q7Z5,14_month,1,0,0,1.0
Whisper-MIL,X1U1P0D1X3,14_month,3,0,0,1.0
Whisper-MIL,X2N4R2N5V8,36_month,2,0,0,1.0
Whisper-MIL,Y4W4H9A8X5,36_month,2,2,0,0.0
Whisper-MIL,Y6Z4H0C5U2,14_month,2,0,0,1.0
Whisper-MIL,Z1J6X4Y3Z4,14_month,3,1,0,0.6667
Whisper-MIL,Z2E7T3I3H2,14_month,4,0,1,0.75
Whisper-MIL,Z3H6O7C3O9,36_month,1,0,0,1.0
