child_visible_gpt4o,child_vocalizing_gpt4o,n_children_visible_mean,visual_quality_gpt4o,gpt4o_reasoning,n_frames_sampled,n_frames_api_error,model_used,cost_usd_estimate,clip_id
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child wearing green pajamas is holding a toy car.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy in a green jacket is playing with a toy.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1374
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A man is helping a young child open a box. The child is not vocalizing.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is playing with a box on a table.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1375
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 2,
""visual\_quality"": ""good"",
""notes"": ""Two young boys playing on the floor, one of them is crawling under a red tunnel.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""Two young boys playing with a toy on a wooden floor.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1376
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is standing in front of a stove in a kitchen.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is standing in a kitchen, looking down at the floor.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1377
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy wearing a jean jacket and smiling at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child wearing a jean jacket and holding a toy.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1378
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A man and a child are sitting at a table with a cake. The child is not vocalizing.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child looking at the camera while standing at a table.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1379
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""Two young boys playing in the kitchen.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy standing in a kitchen, wearing a black and grey shirt and blue jeans.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1380
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is sitting at a table with a birthday cake in front of him. He is not vocalizing but appears to be looking at the cake.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is visible in the dark, with a lit candle in front of them. They appear to be looking at the camera and possibly singing or speaking.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1381
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is mixing ingredients in a bowl.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is making a sandwich in a kitchen.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1382
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is seen in the frame, but they are not vocalizing.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""poor"",
""notes"": ""A young child with a blue headband is visible in the image. The child appears to be looking at the camera, but does not appear to be vocalizing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1383
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby sitting on the floor playing with a toy.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""Two young boys playing with a kite in a living room.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1384
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy standing on a rug, looking up at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with a toy on the floor.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1385
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is standing in a room, smiling and waving at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is standing on a rug, looking down at the floor.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1386
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is sitting in a red stroller and smiling at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child in a red stroller holding a black bag.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1387
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is climbing on a mushroom in a play area.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing in a bounce house, looking at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1388
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 2,
""visual\_quality"": ""poor"",
""notes"": ""Two young boys playing on a playground structure. One boy is standing on a red beam while the other is climbing a ladder. They appear to be enjoying their time together.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""Two young boys playing on a playground. One boy is sitting on a red playground structure while the other is standing nearby.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1389
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy looking at the camera.""
}; {
""child\_visible"": ""no"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 0,
""visual\_quality"": ""poor"",
""notes"": ""A young child is not visible in the frame. The video quality is poor, with no recognizable scene content.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1390
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is opening a gift box on the floor.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""Two men and a young boy are sitting on the floor surrounded by boxes and toys. The boy is sitting on the floor next to the men.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1391
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""Two children in a blue truck, one wearing a fire helmet.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is sitting in a blue toy car, driving it down the street. He appears to be enjoying the ride.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1392
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy wearing a blue shirt with the words 'cool' on it.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is opening a Christmas present in a living room.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1393
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is playing with a toy in a living room.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy playing with a toy carpet.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1394
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing a video game in a store.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is playing a video game in a store.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1395
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is sitting at a table with a train set. He is not vocalizing.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is playing with a train set on a table.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1396
,,,,"{
""child\_visible"": ""no"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 0,
""visual\_quality"": ""poor"",
""notes"": ""A blue truck is parked in the woods, with no people visible.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with a toy car in the yard.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1397
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""Two boys playing in a pool, one of them is looking at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with a toy in a pool.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1398
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is playing with a toy in a room.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is sitting at a table, smiling and looking at the camera. He is holding a toy in his hand.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1399
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy playing a video game on a Nintendo Wii console.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing a video game in a store.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1400
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""Two young boys standing in front of a white door, one of them is wearing a black shirt and the other is wearing a black shirt and black pants. They are looking at something on the wall.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with a red cup on the floor.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1401
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing outside in a grassy area with a lime tree nearby.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is sitting in a blue toy car in the grass.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1402
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is sitting on a green slide at a playground.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is standing on a pile of wood and appears to be talking to himself.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1403
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is riding a bicycle on the street.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is walking on a sidewalk with a sign in his hand.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1404
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is riding a bicycle in the driveway of a home.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy riding a bike on a street.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1405
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""Two children playing on a slide in a park.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is sitting on a green slide in a playground.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1406
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""poor"",
""notes"": ""Two young boys playing on a swing set. One boy is sitting on a swing while the other is standing on a swing. The boys are wearing blue shirts and grey pants.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""poor"",
""notes"": ""Two young boys playing on a swing set. One boy is sitting on the swing while the other is standing on the swing. They are both wearing orange shirts.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1407
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A person is holding a toy in their hand.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is laying on the floor with a green toy and a white cup. The child is not vocalizing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1408
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby sitting on a couch holding a bottle.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby sitting on a bed holding a toy.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1409
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby in a high chair is smiling and eating food.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby in a high chair eating food.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1410
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""poor"",
""notes"": ""A young child is sitting in a dark room, with their back turned to the camera. They are not vocalizing.""
}; {
""child\_visible"": ""no"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 0,
""visual\_quality"": ""poor"",
""notes"": ""A dark room with a child not visible.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1411
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is sitting in a high chair, eating food. The child is not vocalizing.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby sitting in a high chair eating food.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1412
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby is sitting in a high chair and smiling at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby sitting in a high chair and looking at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1413
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A woman is sitting down with a baby in a kitchen. The baby is looking at the woman's hand.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with a toy on the floor.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1414
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby laying on a blue pillow on a couch, looking at the camera and smiling.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is standing in a living room, looking at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1415
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is looking at the camera and appears to be speaking.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is visible in the frame, facing the camera and vocalizing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1416
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby sitting in a high chair, looking at the camera and making a funny face.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby in a high chair with a blue shirt on.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1417
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby is climbing the stairs.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""poor"",
""notes"": ""A young child is barefoot on a wooden floor, looking down at their feet.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1418
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""poor"",
""notes"": ""A young child with blonde hair is visible in the image. The child appears to be looking at the camera, but there is no indication that they are vocalizing.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is visible in the image, and they appear to be vocalizing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1419
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child wearing a black shirt with the words 'kind, cool, smart, awesome' on it is standing in a kitchen, playing with their hair.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing on the floor, looking down at something.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1420
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby watching a TV with a giraffe on it.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby is watching a TV screen with a wild animal on it.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1421
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is standing in a room, playing with a chair. The dog is also in the room, standing near the child.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A black and white dog with a pink tongue sticking out of its mouth.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1422
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""poor"",
""notes"": ""A young child is visible in the image, but they are not vocalizing. The image is blurry and not of high quality.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""poor"",
""notes"": ""A young child is visible in the image, but they are not vocalizing. The image is blurry and dark, making it difficult to see the child's facial features.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1423
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby eating a slice of watermelon.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby holding a piece of watermelon in their hand.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1424
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby laying on a couch, looking at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby smiling at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1425
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby in a high chair eating food.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby sitting in a high chair, looking at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1426
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is sitting at a table with a mess of purple goo on it. The child is not vocalizing but is looking at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby is sitting in a high chair and eating food. The baby is making a mess while eating. The baby is wearing a striped shirt.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1427
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby looking at a camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A woman with glasses looking at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1428
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby holding a yellow rubber ducky.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby is walking on a wooden floor, looking at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1429
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A man and a baby sitting on a couch. The baby is smiling and looking at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A man and a baby are sitting on a couch. The baby is looking at the man and appears to be vocalizing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1430
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby sitting in a cage and looking at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is sitting on the floor in a playpen, looking at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1431
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby in a high chair is eating food and looking at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby sitting in a high chair holding a spoon.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1432
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby with a tattoo on their arm is looking at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child with a sad look on their face.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1433
