filename,audio_duration_sec,vtc_sec,babar_sec,n_utterances
default_14_18mo_42_004170__3fd56c7d9d356825fc3e43654b4f1c2b.wav,30.0,0.24,0.21,3.0
default_14_18mo_42_004171__b1c17ad1905d4c331986335cb9349119.wav,30.0,0.24,,
default_14_18mo_42_004172__0e5aabb968de498fd99771678a33acc1.wav,30.0,0.24,0.21,3.0
default_14_18mo_42_004173__3cdfc0df81d63b144a31610c70a3ad8e.wav,30.0,0.24,0.18,1.0
default_14_18mo_42_004174__b6684d13fbafb283b29e5b10b0fa4941.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004175__7ed28afa0c8a73c9ec818992a49a7c29.wav,30.0,0.24,,
default_14_18mo_42_004176__14895c456c55ebaddd80b89d068f0430.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004177__2fd59b58207bb3c6712cf6d15a632da9.wav,30.0,0.24,0.23,4.0
default_14_18mo_42_004178__b8c42120b52f31004ebf0ee570d7ac5c.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004179__97adf9347821bf6bed30865f768e6862.wav,30.0,0.24,0.23,4.0
default_14_18mo_42_004180__e0e3057d25e1dbe1b7b6bd3ae150587e.wav,30.0,0.24,,
default_14_18mo_42_004181__c5fa04ff9039649fc5e584e2990a86cb.wav,30.0,0.24,0.19,2.0
default_14_18mo_42_004182__cd116446326da428f78ed13bac7e64ea.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004183__312c9ecdaa7dc2dff4bc53a02e63722e.wav,30.0,0.24,0.22,3.0
default_14_18mo_42_004184__56c1aeb5808e6e6cf7276c7bce34ad20.wav,30.0,0.24,0.21,3.0
default_14_18mo_42_004185__c5d03c555930a45bce4de3200e55cccc.wav,30.0,0.24,0.2,1.0
default_14_18mo_42_004186__360b2458afe622fcd2cc78f493c54074.wav,30.0,0.24,0.19,1.0
default_14_18mo_42_004187__7748375f49f17c597225e8d31a902182.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004188__dfa194e2c03795f7e0a9b6dcd2615ce6.wav,30.0,0.24,0.24,1.0
default_14_18mo_42_004189__351eb34abab1c921d701106cee85322c.wav,30.0,0.24,,
default_14_18mo_42_004190__a8ae846396f02dad6b819dab4b739f8c.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004191__8d0479620768aa1c3a5f48ce7160d739.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004192__8daa9959d76bec8e37ae3ce9ae260805.wav,30.0,0.24,0.22,2.0
default_14_18mo_42_004193__7726eae461d927a40eb928064c04ea89.wav,30.0,0.24,,
default_14_18mo_42_004194__f380c87de02e2aa5aff5d7196a7e5f81.wav,30.0,0.24,0.32,4.0
default_14_18mo_42_004195__7e402ca4281b849dcb963e542615c20f.wav,30.0,0.24,0.29,1.0
default_14_18mo_42_004196__4fdd97f37f143277c6bdcb165b347e97.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004197__385d5421d8b6ec5a88e01930e9609a2e.wav,30.0,0.24,,
default_14_18mo_42_004198__3333852cc24c45844f9943b3d7461174.wav,30.0,0.24,,
default_14_18mo_42_004199__cc68df43227da814ee8c8824b2a2dcba.wav,30.0,0.24,0.31,3.0
default_14_18mo_42_004200__8c47a0d07e8aa3b4d4e7eb618dccc05d.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004201__e9825212d4ffe49dccd515080a84dec2.wav,30.0,0.24,0.29,1.0
default_14_18mo_42_004202__ea261338669e283d58ef13c4087eb9c2.wav,30.0,0.24,0.32,4.0
default_14_18mo_42_004203__504d1ae808baa3e27dabe052f020a19e.wav,30.0,0.24,0.27,2.0
default_14_18mo_42_004204__6c12886a0eadb19b18cf0f4997856497.wav,30.0,0.24,0.25,3.0
default_14_18mo_42_004206__4a17a506c28503d2d52c54c9b820539a.wav,30.0,0.24,,
default_14_18mo_42_004207__92e4ffb10d796305a01b737a73a1e530.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004209__ce7f52d99f58ef5dca054f3cd1695bac.wav,30.0,0.24,0.21,2.0
default_14_18mo_42_004210__061cf65264a8a355c41cd95b88c0e7ca.wav,30.0,0.24,,
default_14_18mo_42_004211__e7ffe0109d74ce3541928ba3e887fa0d.wav,30.0,0.24,0.17,1.0
default_14_18mo_42_004213__ab6647806f4d749640a10ad353812cd3.wav,30.0,0.24,0.2,3.0
default_14_18mo_42_004214__0b69b26bf200ad8702113a3e0102e457.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004215__cb23caee36238bc54a2db5d69f744bac.wav,30.0,0.24,0.22,2.0
default_14_18mo_42_004216__893d41c430ba3d122dfff2d7d17b3cf0.wav,30.0,0.24,0.17,2.0
default_14_18mo_42_004217__6554bea3fed9e3e93846706e28cc2b58.wav,30.0,0.24,0.19,1.0
default_14_18mo_42_004218__89efa72135c18694e925d494978ee9a1.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004219__e61a0f901a4d2ffa733cf326415752c7.wav,30.0,0.24,0.25,7.0
default_14_18mo_42_004220__70bd6fe068380b5f5d9e87740570927c.wav,30.0,0.24,,
default_14_18mo_42_004221__95a4f56734297080a266b8e18bbde77d.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004222__2572b7df9fd1ba596a093c624a96ce0d.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004223__e1c5febc807ae9fe54ead73209015add.wav,30.0,0.24,0.24,4.0
default_14_18mo_42_004224__b6ded8a0c6864c464e1298fc89cebdb6.wav,30.0,0.24,0.22,3.0
default_14_18mo_42_004225__19b9224f6071f95231f0473cd5fee365.wav,30.0,0.24,0.22,3.0
default_14_18mo_42_004227__0db9c40a4a0b3e6bd61d05a190f6b446.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004228__7cde55f1f7219df57aaa8abe1cdfb620.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004229__0dcba21aab858dbe52ec1abe6205df11.wav,30.0,0.24,0.23,3.0
default_14_18mo_42_004230__e3c7561987537f05e822dd56b685c8dc.wav,30.0,0.24,0.21,1.0
default_14_18mo_42_004231__3cd5963946c3615943a176fb28f65392.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004232__c85f295eeb28fa26e7971be91390d9ef.wav,30.0,0.24,0.21,3.0
default_14_18mo_42_004233__816b6ca24c5737e7c2d72581d4da16b9.wav,30.0,0.24,0.18,2.0
default_14_18mo_42_004234__186b5f118d32245f69bbc9a31c6abd9f.wav,30.0,0.24,,
default_14_18mo_42_004235__99f70454ce17e53dc3ee918904c31bc7.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004236__ecef34b07cc0756cb948a268f2fea9a7.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004237__0cc2256fd1814cd1993e621517d5ce96.wav,30.0,0.24,0.18,1.0
default_14_18mo_42_004238__18ecfa12ccd1fdc361e65e992510d3a6.wav,30.0,0.24,0.21,2.0
default_14_18mo_42_004239__806145b854c173f5191795371ffef8a5.wav,30.0,0.24,0.26,3.0
default_14_18mo_42_004240__8e803d7e2144da1788a42f0a5e15e4f8.wav,30.0,0.24,0.27,1.0
default_14_18mo_42_004241__86f4df9b59aa7a50490499428d9eba29.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004242__0f08de640e99c78450a15ffc5790f17c.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004243__e09c61104583a129663dca5ad0de3f5c.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004244__cb0230e72d11f827be5bfe2555f09509.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004245__4b5932baa77bd40872bb0d92e0dee4fd.wav,30.0,0.24,,
default_14_18mo_42_004246__f43e5d1744892f86e8c602aeb8ec1967.wav,30.0,0.24,0.28,3.0
default_14_18mo_42_004247__93ada1e72ee86513bfe8e5e97145d6fd.wav,30.0,0.24,0.25,1.0
default_14_18mo_42_004248__51c7c3979f82205e4abe5afa14fb3dfd.wav,30.0,0.24,0.28,3.0
default_14_18mo_42_004249__0863b8eedd3ea643ec1049ea5013dcff.wav,30.0,0.24,0.26,1.0
default_14_18mo_42_004250__5854f84096a555d389b6f515cfe9cdc6.wav,30.0,0.24,,
default_14_18mo_42_004251__0db7b6e6d8d0fc95cebafff379f6a45d.wav,30.0,0.24,0.28,3.0
default_14_18mo_42_004252__350f7f1273a7e03104d6a77ba443d7fc.wav,30.0,0.24,0.28,2.0
default_14_18mo_42_004253__97fb521b2544b967c30b96e6dc0e518a.wav,30.0,0.24,0.26,2.0
default_14_18mo_42_004254__15fb36c01c38148f098ddd8575099726.wav,30.0,0.24,0.29,2.0
default_14_18mo_42_004255__098519f347a93c6e8075176f5f15cb7b.wav,30.0,0.24,0.26,1.0
default_14_18mo_42_004256__f59f7b21fef73958fb521f5afede831b.wav,30.0,0.24,,
default_14_18mo_42_004257__cd0d0930466e3e96305a95774efab28c.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004258__54188ce649e9c6cef2477142f08a1644.wav,30.0,0.24,0.27,2.0
default_14_18mo_42_004259__6b599d3cc6064fdb83cf0433188c9059.wav,30.0,0.24,,
default_14_18mo_42_004260__d5b5538aa49aefca17fbeffb2833e3b9.wav,30.0,0.24,0.26,1.0
default_14_18mo_42_004261__d4f21c5abebd726728b0cfa2aa26dd88.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004262__afafd067edbfc48a6b3fec044f855cce.wav,30.0,0.24,0.26,1.0
default_14_18mo_42_004263__3dc4d6ed6e9a86a8804bbbdc727cbb7d.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004264__c6c04dea37f858ade17c7fdc5359c552.wav,30.0,0.24,0.26,1.0
default_14_18mo_42_004265__0806850259e0714d185ab1d2544e005c.wav,30.0,0.24,0.25,1.0
default_14_18mo_42_004266__0adebe43c1fc6e877f1a7f3a8b3c4ea2.wav,30.0,0.24,0.32,3.0
default_14_18mo_42_004267__0d73bee197c94077a14d1eb1a26e27bc.wav,30.0,0.24,,
default_14_18mo_42_004268__92dc6837d7102d2c566487b6b09226ff.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004269__cb9b7cdb71a7864b081055b581cecc1a.wav,30.0,0.24,0.27,1.0
default_14_18mo_42_004270__f6f8082e823cf6ec5c1cf8626823d85c.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004271__c7fe4ae1223a9228f482ab8b7a4bbe21.wav,30.0,0.24,0.27,1.0
default_14_18mo_42_004272__da4170c834aa3949df0090d43fc55cec.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004273__be6c0d9d95926d4ac311fe6d55483043.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004274__8424186000c2754053ffd552eb0cb992.wav,30.0,0.24,0.29,3.0
default_14_18mo_42_004275__6c7140f00005010e00d8f46760a84a66.wav,30.0,0.24,0.27,1.0
default_14_18mo_42_004276__71e6804762ca25bffb5f5662d642bda8.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004277__03cba94064ffb91be3a2ab46ae8b3957.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004278__bda01c8ef7249673266933309140d7b5.wav,30.0,0.24,0.31,3.0
default_14_18mo_42_004279__e80844bb12dd4a99e6c6303c98235d4f.wav,30.0,0.24,0.29,3.0
default_14_18mo_42_004280__fa2e3bac08d12d446f328430e8d579fc.wav,30.0,0.24,0.3,1.0
default_14_18mo_42_004281__5abe2ca9092c1ab409d52e5018191828.wav,30.0,0.24,0.29,2.0
default_14_18mo_42_004282__1e027ef6038a450bd8b759cce96d85dc.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004283__b095dddeda7eb62d6660656db3560b37.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004284__cd4a91d1b448169617031415c88b122e.wav,30.0,0.24,0.28,1.0
default_14_18mo_42_004285__bd3689be62bb97dfb5cfac39ba842b2e.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004286__f3645b93a48581e450ec788d84ad136c.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004287__6291e00839382710242eb7acc97cab1f.wav,30.0,0.24,0.32,3.0
default_14_18mo_42_004288__f23de310aa6d0b9e10a3cb09a3f3163e.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004289__77549b8996beeb6be9fda1975cb1c34e.wav,30.0,0.24,,
default_14_18mo_42_004290__8bb4e1fb6a1bdef7d0a3d3d5ea894e16.wav,30.0,0.24,0.29,2.0
default_14_18mo_42_004291__59c3b84bc784632d26dcc13de7d5ad1b.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004292__fe99c8859f36c342ed1917b832851167.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004293__635ceb500feb95d1bb15100e861cbf5f.wav,30.0,0.24,0.3,3.0
default_14_18mo_42_004294__49d47320d993f1074f4cd6396fe4d1fc.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004296__7281d7623ca8287f41f9587d9608024b.wav,30.0,0.24,0.28,1.0
default_14_18mo_42_004297__ab51d95d3ef1cfd446d7a2b3c676f25c.wav,30.0,0.24,0.3,1.0
default_14_18mo_42_004298__54cba3c4b9511da3cd2a6f30bd9fc6e4.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004299__6b3bdbd23a7da54d745aab2fe7b0e1cb.wav,30.0,0.24,,
default_14_18mo_42_004300__2445b217b5b6bcf33130d43e6a55b89e.wav,30.0,0.24,0.29,3.0
default_14_18mo_42_004301__bb499bddc58efc1377e8c106fb1cde69.wav,30.0,0.24,0.3,1.0
default_14_18mo_42_004302__49eae89357d6653a4a4a7a372acb70fc.wav,30.0,0.24,0.26,1.0
default_14_18mo_42_004303__1dee04469930bb32e4f7a35c97155e19.wav,30.0,0.24,0.24,1.0
default_14_18mo_42_004304__627ffbeb9d519d613bc06e70e8bf8913.wav,30.0,0.24,0.24,2.0
default_14_18mo_42_004306__e14e4bab519bedb526ddce30daf716fe.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004307__70238fb3b7dd6b57369058d87535848f.wav,30.0,0.24,0.24,1.0
default_14_18mo_42_004308__cf4bfa1421f8cd8e4cd064dde36a57cf.wav,30.0,0.24,0.22,1.0
default_14_18mo_42_004309__147c149ec4af4834587f2b96fab6aee9.wav,30.0,0.24,0.21,1.0
default_14_18mo_42_004310__41c99e4932603c925b14664fd7743be6.wav,30.0,0.24,0.23,2.0
default_14_18mo_42_004311__08d2603f708dac11745bb825581e81fe.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004313__3bd51550e93e550889f76abdf980dae7.wav,30.0,0.24,0.23,2.0
default_14_18mo_42_004315__6b74ab2ea0472122de678dac1c7672c2.wav,30.0,0.24,0.22,2.0
default_14_18mo_42_004316__ce506ef4b32f660d3eb18013ab18d6ce.wav,30.0,0.24,,
default_14_18mo_42_004317__d891b5f94ea150aa9cb86a98f553d547.wav,30.0,0.24,0.21,1.0
default_14_18mo_42_004318__28fb080fd3e6600ba56f38976046bc90.wav,30.0,0.24,0.22,3.0
default_14_18mo_42_004319__4a0d782c0442bf42b9c1b24fa23aa4c3.wav,30.0,0.24,,
default_14_18mo_42_004320__e775ddecb73fe5b9309cacb125f56400.wav,30.0,0.24,0.22,3.0
default_14_18mo_42_004321__238a8f36b0dca3b4048dbfdc5372257e.wav,30.0,0.24,0.21,2.0
default_14_18mo_42_004322__d98895ae559e521afde4bcdef8fe59a6.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004323__7a2e432f24a03c584e10552a053ee148.wav,30.0,0.24,0.19,2.0
default_14_18mo_42_004324__db9c944e13e2661e2ade4f657f11ddd8.wav,30.0,0.24,0.19,2.0
default_14_18mo_42_004325__fd52484d397e062f2e81664d54e347e3.wav,30.0,0.24,0.19,2.0
default_14_18mo_42_004326__d8024ae434ef9e5afe44b62e2970887b.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004327__c1b703d4f05b67251b1d21274f527285.wav,30.0,0.24,0.21,1.0
default_14_18mo_42_004328__f99d049a1faf6b63d3ffd4ef5a81382f.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004329__92c3d6f6840f562786e97ee341c26cb4.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004330__5ad25560549a15cb97b73fea47350d95.wav,30.0,0.24,,
default_14_18mo_42_004331__5a8eca8891b47c81603fcb4cbbd9bd28.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004332__581fc9736c055da9bf78f106db346d91.wav,30.0,0.24,0.23,3.0
default_14_18mo_42_004333__27248f29cc26ddb4849a26059d038306.wav,30.0,0.24,,
default_14_18mo_42_004334__2c1ef6ab8843b403ac9d21e70e5752af.wav,30.0,0.24,0.22,1.0
default_14_18mo_42_004335__58ceca203a943e16725dbd9dcf0ef236.wav,30.0,0.24,0.19,2.0
default_14_18mo_42_004336__6f1c6b5b65cf6f7e63023de9d438ec91.wav,30.0,0.24,0.24,3.0
default_14_18mo_42_004337__9ee332420a6ba0797a2a5ce106988699.wav,30.0,0.24,0.2,1.0
default_14_18mo_42_004338__194307e70e82752472fa645e4413b706.wav,30.0,0.24,,
default_14_18mo_42_004339__a09f60b31d4afb035e8f802a4d78cde1.wav,30.0,0.24,0.21,3.0
default_14_18mo_42_004340__1ca4685ad7b7897830cdf0375631396b.wav,30.0,0.24,0.21,2.0
default_14_18mo_42_004341__2866506a4819601c9fb335a9dd7fef04.wav,30.0,0.24,,
default_14_18mo_42_004342__8034ac574d4f9277a50d2526d6ed200e.wav,30.0,0.24,0.22,1.0
default_14_18mo_42_004343__70a6b751fc87aa66004085e8a1920772.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004344__c2101b2e59fddfe8e667ed7dd9b65ba6.wav,30.0,0.24,0.24,4.0
default_14_18mo_42_004345__7aa9f433e270a817f4ad67e2a846e24d.wav,30.0,0.24,0.18,1.0
default_14_18mo_42_004346__6d023b372e648adc4c08dd0bb9fbd254.wav,30.0,0.24,0.23,4.0
default_14_18mo_42_004348__ffd01a6f437b6930efb0ab439fc640a3.wav,30.0,0.24,0.2,2.0
default_14_18mo_42_004350__d491de678ff5a91687540dd8bf98e0c6.wav,30.0,0.24,0.21,2.0
default_14_18mo_42_004351__9ec2f661f5b175651913429f5b5fdedb.wav,30.0,0.24,0.23,3.0
default_14_18mo_42_004355__536711fd23f63702d32382838c86eb00.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004356__31adec22c3acbc4b7fb5b8fb297b376a.wav,30.0,0.24,0.25,1.0
default_14_18mo_42_004357__66b920f733b0e6b21ef2a6c76e4259d3.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004359__e809c0272ccee34c433de2d79f384cac.wav,30.0,0.24,0.24,2.0
default_14_18mo_42_004360__bf78c21a735804e52db763d5fc29ad03.wav,30.0,0.24,0.23,2.0
default_14_18mo_42_004361__21c6d5c4b68c33f58322ba8316f6f726.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004362__a32d063a3b749152218633797f709b30.wav,30.0,0.24,0.22,1.0
default_14_18mo_42_004363__550b04ce2f05ad85de8abb40870a016f.wav,30.0,0.24,0.22,1.0
default_14_18mo_42_004364__cba64c1708b0655c134c6b26bc9c8269.wav,30.0,0.24,0.24,2.0
default_14_18mo_42_004365__d25db9be8980241c7781218870741f2e.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004366__448aeebfc7635cde50f3c90b6098f385.wav,30.0,0.24,0.29,1.0
default_14_18mo_42_004367__a04ac90c7b765d53e48758af546cea36.wav,30.0,0.24,0.29,1.0
default_14_18mo_42_004368__a608647dec4d9d97eff39aadb494eab0.wav,30.0,0.24,0.29,1.0
default_14_18mo_42_004369__2ec1286387763c7fb333a78e3db3b8c0.wav,30.0,0.24,0.29,2.0
default_14_18mo_42_004371__13ca88494a23c61bf6cee860aca15e89.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004372__4a8240137cc5ac487beef956055b1569.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004373__732f2b2a2fe883b7be8343d10a333fc5.wav,30.0,0.24,0.29,3.0
default_14_18mo_42_004375__25a7c9a2391f427ceceda3d32a132f24.wav,30.0,0.24,0.31,3.0
default_14_18mo_42_004376__8321335121c8346aa1147ee2e78b37d1.wav,30.0,0.24,0.29,1.0
default_14_18mo_42_004377__29c91bf150fefd9ba2239d7d9b733d94.wav,30.0,0.24,0.28,2.0
default_14_18mo_42_004378__457102896764fd45f26a00b9aa2a1eae.wav,30.0,0.24,0.34,7.0
default_14_18mo_42_004379__7f8554c6afacc92c54fa2a76845aad32.wav,30.0,0.24,0.29,1.0
default_14_18mo_42_004380__c642d74a510dbb5acbd6e5bd7563f289.wav,30.0,0.24,0.3,3.0
default_14_18mo_42_004381__ad7431a941c7f1c08b08957526fd32c2.wav,30.0,0.24,,
default_14_18mo_42_004382__4358cda0b6a1016f4d6824deb30b8f0d.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004383__70a466db2d13635b809a8dc15b248b23.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004384__6d25d4e0639e5dff7fbd244447baff71.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004385__9284e8d81e82e92af666de391849a89f.wav,30.0,0.24,0.3,3.0
default_14_18mo_42_004386__2f7942b19e6fda682bd6246c80c50b98.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004387__b129e3a7a294020facba06c47932fb11.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004388__4c78d8e7ffcaceabd382145144fb55a6.wav,30.0,0.24,0.28,1.0
default_14_18mo_42_004389__90b1ce4e873e413e72623b80238f15b0.wav,30.0,0.24,0.28,1.0
default_14_18mo_42_004390__d300cd126758a0fac4f8aea18343e4b0.wav,30.0,0.24,0.27,1.0
default_14_18mo_42_004391__c39b295a2d813b484fb3ec6dc7a6e580.wav,30.0,0.24,0.3,3.0
default_14_18mo_42_004392__a876966cad7b79fdb676bee3f96d5b46.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004393__f2c733ced2c1e948f1591cb434fe2411.wav,30.0,0.24,,
default_14_18mo_42_004394__3bd7aefcab01605c96ec44f1816ee107.wav,30.0,0.24,0.27,1.0
default_14_18mo_42_004395__94146e05c40d463db4e0c17bc868c674.wav,30.0,0.24,0.28,1.0
default_14_18mo_42_004396__d9d09e495e99c2d6fd8d0f2d0bfd3a99.wav,30.0,0.24,0.28,2.0
default_14_18mo_42_004397__30cafcb2a6c8b5c1bbef119f9fbe6ab5.wav,30.0,0.24,0.29,1.0
default_14_18mo_42_004398__3fb47bf5ffdacd6f606587e065e6dfda.wav,30.0,0.24,0.28,2.0
default_14_18mo_42_004399__cfa7792052ca1e3047518bc2408fe742.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004400__ef23c19599afbadec98377d16ba7a98a.wav,30.0,0.24,0.31,3.0
default_14_18mo_42_004401__4a8aeecf71310a39c7c1df290a0d041d.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004402__cebe2520bc1b73ace5da7ae5d7f0df17.wav,30.0,0.24,0.29,1.0
default_14_18mo_42_004403__906927c9a65033b4d69f4bc82fdc6aa7.wav,30.0,0.24,,
default_14_18mo_42_004404__ba054ad28212bb27341cbe37fd73ca09.wav,30.0,0.24,0.27,2.0
default_14_18mo_42_004405__96030c2b6c8b61a1ae83fb734e1dfac1.wav,30.0,0.24,0.31,4.0
default_14_18mo_42_004406__59329106cc60a5d49d8be43ab94006b4.wav,30.0,0.24,0.3,4.0
default_14_18mo_42_004407__8d0970f229c21ec7634afc7280063dfa.wav,30.0,0.24,0.28,2.0
default_14_18mo_42_004408__099c3c0fbd3d5ca151ee0f4b6141330d.wav,30.0,0.24,0.3,2.0
default_14_18mo_42_004409__8703dd5c419b0d5d458b0227bcdc7424.wav,30.0,0.24,0.29,1.0
default_14_18mo_42_004410__cdd5f9836ad54d5824267393557930d4.wav,30.0,0.24,0.29,1.0
default_14_18mo_42_004411__45319d2422f9431e1f88f1e7c02e1d56.wav,30.0,0.24,0.29,2.0
default_14_18mo_42_004412__d0aec63ec94f8bbad6997eacc3df47a1.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004413__1aa5cf6f4a82ab4075ec51c594b60bbb.wav,30.0,0.24,,
default_14_18mo_42_004414__15b83731a47d3342bb9c30771614fac2.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004415__696760a312d9e8386b23397788e827a7.wav,30.0,0.24,0.27,2.0
default_14_18mo_42_004416__7a23351534169866b5e0d240b868c857.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004417__c1dbd53d6acdb9770de6f27322990dfa.wav,30.0,0.24,0.26,1.0
default_14_18mo_42_004418__2dcfda7b827360ec21db526919014684.wav,30.0,0.24,0.26,1.0
default_14_18mo_42_004419__372fce65811c109f8eb174994fc11ecc.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004421__5e2ad75df55d41119f9ebe537638de7d.wav,30.0,0.24,,
default_14_18mo_42_004422__3d94ba4c2a4586a7281241911bc8430e.wav,30.0,0.24,0.27,1.0
default_14_18mo_42_004423__eea0536c59178549fad9dbc03283d3ab.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004424__97d54cbd61e49210f7c673dded723fe8.wav,30.0,0.24,0.27,1.0
default_14_18mo_42_004425__d54d81736f83d35477c1054c3d6fa450.wav,30.0,0.24,0.24,1.0
default_14_18mo_42_004426__37ca3a60f5fd8d837a0971bf038017c6.wav,30.0,0.24,0.23,1.0
default_14_18mo_42_004427__aeb0ae18782a49d7e2059f444559b091.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004428__d630d71ebccafb4d3ee7723de37424d4.wav,30.0,0.24,0.27,4.0
default_14_18mo_42_004429__c637dc342041c9093c6a66d23bbd40ac.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004430__d27c275fc8a136e2b2daf738bb848ed3.wav,30.0,0.24,0.25,3.0
default_14_18mo_42_004431__ddfe7b9056cc3712888f987b5022332e.wav,30.0,0.24,0.26,5.0
default_14_18mo_42_004432__4bff220e6987f3e7755d051bebe0194d.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004433__58f8acc2a40de34d9cbb4cad8f5b8a59.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004434__45e360a97ef13dfac3408769c79d7fa1.wav,30.0,0.24,0.24,1.0
default_14_18mo_42_004435__aed757d8bbfa2212a23babece5a028ca.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004437__3f3db91f97645529be99c777c1efd606.wav,30.0,0.24,0.24,3.0
default_14_18mo_42_004438__58dd0cbbc564cd4463ee90035517284f.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004439__1115884d75f4c3bebec1dcc43daea27b.wav,30.0,0.24,0.23,2.0
default_14_18mo_42_004440__be0dd11b7ef7d96ed598c88821f15f32.wav,30.0,0.24,0.22,2.0
default_14_18mo_42_004441__8693df5f3100e708648dea75c9021a01.wav,30.0,0.24,0.23,2.0
default_14_18mo_42_004442__da6f22f1c18e27c927d33be90d978953.wav,30.0,0.24,0.26,6.0
default_14_18mo_42_004443__ea6d9a76bf89b02a125b264a9c279aed.wav,30.0,0.24,0.23,2.0
default_14_18mo_42_004444__f144e2892978995cb2a699bcecb66314.wav,30.0,0.24,0.22,1.0
default_14_18mo_42_004445__fa2ee38f2d7fe4b9b7c651cb584965ae.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004446__c0ad0063b6916691486a48840c5e7fb0.wav,30.0,0.24,0.25,3.0
default_14_18mo_42_004447__bef9bb8477e8027e59d4b510521233f1.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_004448__36b334b7f303bd16fdf667e0c5626ee3.wav,30.0,0.24,0.22,1.0
